popularity,budget,revenue,genres,vote_count,vote_average,budget_adj,revenue_adj
0.548529,0,0,Comedy|Horror,251,5.4,0.0,0.0
0.5415,0,28641776,Drama|Music,162,7.2,0.0,26381683.5518007
0.540852,12000000,101332962,Drama,159,6.1,11053092.6092575,93336884.4463644
0.539017,5000000,0,Drama,24,5.1,4605455.25385729,0.0
0.536511,10000000,0,Action|Crime|Thriller,77,5.2,9210910.50771459,0.0
0.535291,0,0,Drama|Mystery|Thriller,29,5.9,0.0,0.0
0.533347,0,0,Thriller|Drama|Science Fiction,60,3.8,0.0,0.0
0.5252,0,0,Thriller|Drama,64,5.8,0.0,0.0
0.524764999999999,0,0,Family,32,6.3,0.0,0.0
0.519107,0,0,Comedy,156,5.9,0.0,0.0
0.518405,0,0,Adventure|Animation|Family|Fantasy,14,6.7,0.0,0.0
0.514113,0,0,Drama,31,5.4,0.0,0.0
0.512588,0,0,Documentary,363,7.8,0.0,0.0
0.506605,0,0,Drama|Romance,151,5.9,0.0,0.0
0.502296,0,0,Documentary|Family,51,7.4,0.0,0.0
0.501533,0,0,Horror,75,5.6,0.0,0.0
0.498787,0,0,Thriller|Horror,99,5.8,0.0,0.0
0.49584,70000000,61279452,Action|Adventure,399,4.4,64476373.5540021,56443954.8333792
0.495519,0,1338365,Drama,255,5.6,0.0,1232756.02416574
0.494022,0,14947,Horror|Action|Comedy,124,4.8,0.0,13767.547935881
0.491273,5000000,0,Horror|Thriller,221,6.2,4605455.25385729,0.0
0.487316,0,0,Thriller|Horror|Mystery,15,4.8,0.0,0.0
0.485296,30000000,25312387,Comedy|Drama|Romance,111,5.7,27632731.5231437,23315013.1393638
0.484272,0,5405500,History|Drama,143,6.1,0.0,4978957.67494512
0.481391,0,0,Fantasy|Comedy,32,4.6,0.0,0.0
0.480362,0,0,Adventure,90,5.3,0.0,0.0
0.480194,18000000,0,Horror|Action,42,5.3,16579638.9138862,0.0
0.476645,0,0,Comedy,25,6.8,0.0,0.0
0.472728,0,0,Comedy|Horror,78,5.2,0.0,0.0
0.472703,0,0,Action|Fantasy|Comedy|Horror|Mystery,402,5.8,0.0,0.0
0.472242,0,985007,Drama,74,6.4,0.0,907281.132647243
0.470651,2400000,88273,Romance|Comedy|Horror,141,4.8,2210618.5218515,81307.470324749
0.466921,0,0,Thriller|Horror,30,4.5,0.0,0.0
0.466373,0,0,Romance|Action|Comedy,43,6.2,0.0,0.0
0.466284,0,0,Action|Drama|Romance|TV Movie,49,6.1,0.0,0.0
0.465438,0,0,Comedy,67,5.1,0.0,0.0
0.461037,0,0,Drama,149,7.1,0.0,0.0
0.46087,0,0,Drama|Action|Crime,65,5.7,0.0,0.0
0.460188,3150000,0,Horror|Thriller,62,4.9,2901436.80993009,0.0
0.457089,0,0,Crime|Comedy,34,5.8,0.0,0.0
0.453382,0,7171,Horror,44,5.4,0.0,6605.14392508213
0.452644,0,0,Thriller|Horror|Science Fiction,105,4.7,0.0,0.0
0.451125,0,2262223,Drama,68,6.4,0.0,2083713.36014936
0.449196,0,0,Comedy|Romance|Music,61,6.1,0.0,0.0
0.447229,0,149337,Thriller,19,3.6,0.0,137552.974249057
0.446458,5500000,5000000,Drama,15,5.4,5066000.77924302,4605455.25385729
0.445011,0,0,Romance,48,6.3,0.0,0.0
0.444337,2700000,0,Action|Comedy|Crime|Thriller,94,5.7,2486945.83708294,0.0
0.43549,0,0,Comedy,118,5.0,0.0,0.0
0.430844,1200000,0,Horror,82,4.9,1105309.26092575,0.0
0.430708,0,0,Drama|Comedy,88,5.7,0.0,0.0
0.430488,0,0,Thriller|Action|Science Fiction,58,4.1,0.0,0.0
0.428819,0,0,Comedy|Drama|Romance,76,6.0,0.0,0.0
0.427602,0,0,Drama,34,6.1,0.0,0.0
0.421838,0,0,Thriller|Drama|Romance,14,5.4,0.0,0.0
0.416516,0,0,Family|Comedy,11,6.5,0.0,0.0
0.413991,0,0,Action|Thriller,35,5.3,0.0,0.0
0.413295,0,0,Action,21,4.2,0.0,0.0
0.411465,8000000,0,Crime|Thriller,157,5.5,7368728.40617167,0.0
0.409047,0,0,Thriller|Drama,28,4.2,0.0,0.0
0.408464,0,16337881,Drama|Comedy,32,6.0,0.0,15048675.977669
0.407983,6000000,32251,Drama,58,5.7,5526546.30462875,29706.1074784303
0.40674,0,0,Action|Crime|Thriller,49,5.6,0.0,0.0
0.403579,1000000,395000,Horror|Romance,146,7.0,921091.050771459,363830.965054726
0.269741,0,8251,Drama,44,5.9,0.0,7599.92225991531
0.401153,318000,121179,Horror|Thriller,142,6.1,292906.954145324,111616.892441434
0.400689,30000000,0,Animation|Family,14,5.6,27632731.5231437,0.0
0.399827,0,0,Drama|Thriller,46,5.3,0.0,0.0
0.398601,7000000,14618727,Drama,95,6.9,6447637.35540021,13465178.6133711
0.398291,0,0,Drama,41,6.5,0.0,0.0
0.397644,0,0,TV Movie|Romance|Family,23,6.1,0.0,0.0
0.669806999999999,0,7176347,Comedy|Drama,258,6.2,0.0,6610068.99893061
0.39199,0,0,Horror,12,4.8,0.0,0.0
0.390044,0,0,Comedy|Romance,31,6.0,0.0,0.0
0.444439,0,0,Mystery|Horror|Thriller,37,4.5,0.0,0.0
0.386307,5000000,10429707,Comedy,92,5.7,4605455.25385729,9606709.77986845
0.382465,0,0,Animation|Action|Adventure,213,6.8,0.0,0.0
0.382434,13000000,45300000,Family|Adventure|Science Fiction,223,5.7,11974183.6600289,41725424.5999471
0.380607,0,126150,Drama,55,5.6,0.0,116195.636054819
0.380414,0,0,Adventure|Action,50,5.4,0.0,0.0
0.336024,0,0,Thriller|Horror|Mystery,37,5.2,0.0,0.0
0.379113,0,0,Fantasy|Adventure,16,5.0,0.0,0.0
0.378725,0,0,Comedy|Drama|Music,74,6.7,0.0,0.0
0.375458,3500000,0,Action|Drama|Thriller,24,4.9,3223818.6777001,0.0
0.389417,0,0,Action|Horror|Science Fiction,10,3.8,0.0,0.0
0.510296,0,0,Western|Action|Drama|Science Fiction,63,5.4,0.0,0.0
0.366176,2500000,0,Thriller|Drama,14,5.3,2302727.62692864,0.0
0.363927,0,0,TV Movie|Crime|Mystery|Thriller,26,4.9,0.0,0.0
0.363776,0,0,Crime|Drama|Family|Romance,32,6.0,0.0,0.0
0.360727,0,3123963,Comedy|Romance,145,6.7,0.0,2877454.36224116
0.360228,0,0,Family|Animation|Music,16,6.7,0.0,0.0
0.359568,25000000,0,Action|Thriller,16,3.8,23027276.2692864,0.0
0.358186,0,0,Horror,36,5.3,0.0,0.0
0.35561,0,0,Drama|Action|Adventure,17,5.6,0.0,0.0
0.354648,0,0,Comedy,10,3.9,0.0,0.0
0.352393,0,0,Thriller,30,5.1,0.0,0.0
0.351449,0,0,Comedy,20,3.8,0.0,0.0
0.350612,25000000,39171130,Thriller|Crime|Drama,405,5.6,23027276.2692864,36080177.2916054
0.350213,0,0,Action|Drama,16,5.4,0.0,0.0
0.347108,0,0,Adventure|Science Fiction|Action|Thriller,52,5.2,0.0,0.0
0.346944,0,0,Crime|Drama|Thriller,14,3.9,0.0,0.0
0.346216,2000000,0,Drama|Comedy,18,4.7,1842182.10154291,0.0
0.34388,10,0,Drama|Action|Comedy|Crime,69,6.0,9.21091050771459,0.0
0.343814,0,0,Thriller|Drama,13,5.3,0.0,0.0
0.34162,12700000,3430018,Comedy,63,6.7,11697856.3447975,3159358.88378502
0.340735,0,0,Documentary,25,7.2,0.0,0.0
0.340308,4000000,2365467,Drama,207,6.5,3684364.20308583,2178810.48459521
0.340101,5000000,0,Comedy,48,5.3,4605455.25385729,0.0
0.339749,0,0,Horror|Science Fiction,100,4.6,0.0,0.0
0.338489,0,0,Horror,51,5.1,0.0,0.0
0.369555,0,0,Drama,41,7.1,0.0,0.0
0.539597999999999,0,0,Horror,69,5.8,0.0,0.0
0.333035,0,0,Drama,21,5.3,0.0,0.0
0.33291,0,0,Documentary|Drama,33,6.6,0.0,0.0
0.332041,0,0,Thriller|Horror|Mystery,138,4.3,0.0,0.0
0.331919,1500000,0,Drama|Thriller|Action,17,4.7,1381636.57615718,0.0
0.330645,0,0,Comedy|Romance,59,7.1,0.0,0.0
0.330541,325927,0,Science Fiction|Adventure|Comedy,25,5.8,300208.442904789,0.0
0.330431,0,0,,13,6.8,0.0,0.0
0.276845,0,0,Science Fiction|Drama|Thriller,86,6.1,0.0,0.0
0.460808,0,13769,Comedy|Drama,51,5.9,0.0,12682.5026780722
0.324403,0,0,Horror|Science Fiction,24,4.0,0.0,0.0
0.303538,0,0,Drama|Mystery|Thriller|TV Movie,56,6.4,0.0,0.0
0.323009,0,0,Drama|Crime|TV Movie,12,5.9,0.0,0.0
0.362439,0,1009620,Music|Romance|Drama,26,6.0,0.0,929951.946679881
0.318941,500000,15000000,Science Fiction,14,4.8,460545.525385729,13816365.7615718
0.318608,0,0,Comedy|Drama|Music|Romance,108,5.4,0.0,0.0
0.317225,5000000,75143,Drama|Comedy,60,5.9,4605455.25385729,69213.5448281198
0.404018,0,0,Horror,47,4.6,0.0,0.0
0.316313,0,0,Thriller|Crime|Drama,22,5.4,0.0,0.0
0.315839,0,0,Romance|Drama,44,6.4,0.0,0.0
0.689942,0,0,Action|Comedy|Horror,136,5.2,0.0,0.0
0.309771,0,0,Thriller|Horror|Science Fiction,20,4.7,0.0,0.0
0.309634,0,0,Horror,34,3.9,0.0,0.0
0.309101,0,0,Comedy,50,5.6,0.0,0.0
0.512023,0,0,Thriller|Horror,10,5.0,0.0,0.0
0.308899,0,0,Drama,38,6.3,0.0,0.0
0.43435,0,0,Action|Drama|Thriller,11,4.4,0.0,0.0
0.306919,10000000,0,Comedy|Family|Romance,17,6.5,9210910.50771459,0.0
0.306026,0,4453524,Romance|Comedy,121,5.8,0.0,4102101.10079591
0.304992,0,0,Thriller|Crime,32,6.2,0.0,0.0
0.12871,0,0,Comedy|Drama,27,5.9,0.0,0.0
0.302498,0,0,Drama,33,4.4,0.0,0.0
0.301497,0,0,Horror,85,6.0,0.0,0.0
0.300442,17000000,29789000,Drama,146,6.1,15658547.8631148,27438381.311431
0.299103,0,0,War|Adventure,37,6.5,0.0,0.0
0.298899,0,0,Documentary,36,6.4,0.0,0.0
0.296822,0,0,Comedy,42,5.6,0.0,0.0
0.29562,0,0,Horror,18,4.1,0.0,0.0
0.29364,0,0,Thriller|Crime|Drama,11,5.0,0.0,0.0
0.293107,0,0,Documentary,15,7.7,0.0,0.0
0.292497,0,0,Thriller|Action,38,5.5,0.0,0.0
0.292107,0,0,Fantasy|Horror,16,5.1,0.0,0.0
0.291253,0,0,TV Movie|Documentary,32,6.3,0.0,0.0
0.290104,0,2756,Horror|Thriller,105,4.2,0.0,2538.52693592614
0.290033,0,0,Science Fiction|Comedy|Drama|Romance,93,6.7,0.0,0.0
0.289951,0,0,Romance|Comedy|Drama,182,6.8,0.0,0.0
0.289238,0,0,Thriller|Horror,38,4.7,0.0,0.0
0.289102,0,0,Horror|Mystery|Thriller,55,5.7,0.0,0.0
0.288414,0,0,Drama,15,5.0,0.0,0.0
0.288035,0,0,Horror|Thriller,11,7.4,0.0,0.0
0.286381,0,0,Drama,197,7.8,0.0,0.0
0.285328,0,0,Thriller|Drama,36,6.8,0.0,0.0
0.283225,7000000,36433975,Horror,164,4.5,6447637.35540021,33559008.3165311
0.280438,0,0,Drama|Thriller|Action|Crime,47,5.3,0.0,0.0
0.280105,0,0,Thriller|Drama|Crime|Mystery,39,5.6,0.0,0.0
0.38421,0,0,Drama|Western,35,4.8,0.0,0.0
0.279115,0,0,Adventure|Science Fiction|Fantasy|Family,13,4.3,0.0,0.0
0.278064,0,0,Drama,16,3.8,0.0,0.0
0.277049,0,0,Horror,44,5.4,0.0,0.0
0.275803,0,0,Romance|Comedy,17,4.9,0.0,0.0
0.272995,0,0,Family|Fantasy|Comedy|Romance,89,5.5,0.0,0.0
0.271697,5000000,0,Drama|Action|Crime,19,5.2,4605455.25385729,0.0
0.270806,0,0,Romance|Drama,11,5.6,0.0,0.0
0.269528,0,0,Thriller|War|Adventure|Drama,55,5.8,0.0,0.0
0.269468,0,0,TV Movie|Documentary,11,7.2,0.0,0.0
0.269274,0,0,Comedy,118,6.3,0.0,0.0
0.269033,0,0,Comedy,13,3.7,0.0,0.0
0.205077,1000000,0,Drama|Comedy,148,6.2,921091.050771459,0.0
0.267446,0,0,Comedy|Adventure,17,5.8,0.0,0.0
0.264523,0,0,Mystery|Thriller|Crime,28,5.1,0.0,0.0
0.264059,0,0,Animation|Science Fiction|Action,121,6.4,0.0,0.0
0.261284,0,0,Action|Drama|Horror|Thriller,30,5.6,0.0,0.0
0.259735,0,0,Drama,24,6.1,0.0,0.0
0.258304,0,0,Thriller,32,4.4,0.0,0.0
0.258209,0,0,Action|Science Fiction,20,3.0,0.0,0.0
0.256655,0,0,Animation|Comedy|Family|Mystery,24,6.2,0.0,0.0
0.255838,3000000,0,Horror,17,4.6,2763273.15231437,0.0
0.252762,0,0,History|Documentary|Animation,73,6.0,0.0,0.0
0.24687,0,0,Horror,45,4.5,0.0,0.0
0.751476,5000000,4013786,Romance|Comedy|Drama,65,6.0,4605455.25385729,3697062.36431177
0.431184,0,7205,Documentary,18,6.6,0.0,6636.46102080836
0.374265,0,0,Drama,13,5.6,0.0,0.0
0.634232,0,0,Thriller|Science Fiction|Action,10,2.4,0.0,0.0
0.240398,5000000,0,Music|Drama|Comedy,65,7.1,4605455.25385729,0.0
0.239934,0,0,Adventure|Romance|Drama,41,6.6,0.0,0.0
0.239862,0,0,Action|Adventure|Thriller|Romance,53,6.2,0.0,0.0
0.237126,0,0,Action,23,4.2,0.0,0.0
0.342044,0,0,TV Movie|Drama|History,53,7.1,0.0,0.0
0.23282,0,0,Drama|Crime|Thriller,23,5.0,0.0,0.0
0.232365,0,0,Drama,28,7.0,0.0,0.0
0.232241,0,0,Documentary,104,7.7,0.0,0.0
0.231578,0,8265,Romance|Comedy,71,6.1,0.0,7612.81753462611
0.230637,0,0,Thriller|Horror,45,4.9,0.0,0.0
0.229926,0,0,Thriller|Horror,37,5.6,0.0,0.0
0.228495,0,0,Comedy|Drama|Romance,24,6.2,0.0,0.0
0.227613,0,0,Horror,21,4.1,0.0,0.0
0.321453,7000000,0,Action,26,4.9,6447637.35540021,0.0
0.226863,0,0,War|Drama,14,6.2,0.0,0.0
0.226028,0,1503616,Documentary,70,7.8,0.0,1384967.24139677
0.129935,0,1156000,Drama,19,7.2,0.0,1064781.2546918
0.433273,0,0,Horror|Thriller|Action,26,5.5,0.0,0.0
0.223067,0,0,Documentary,22,7.0,0.0,0.0
0.345226,0,28208,Music|Drama,27,7.4,0.0,25982.1363601613
0.221957,10000000,0,Drama,10,5.3,9210910.50771459,0.0
0.221564,0,0,Drama,12,5.0,0.0,0.0
0.253943,0,0,Documentary,20,7.6,0.0,0.0
0.220064,0,0,Documentary,117,7.8,0.0,0.0
0.219862,0,0,Adventure|Animation|Science Fiction,45,6.8,0.0,0.0
0.219679,0,0,Documentary,24,6.9,0.0,0.0
0.217873,6000000,0,Adventure|Family,11,4.9,5526546.30462875,0.0
0.217415,0,0,TV Movie|Romance|Drama|Thriller,27,6.1,0.0,0.0
0.21533,0,0,Adventure|Animation|Action,13,6.2,0.0,0.0
0.212841,0,0,Thriller|Horror,35,5.1,0.0,0.0
0.212083,0,0,Comedy,14,4.9,0.0,0.0
0.211791,0,0,Documentary|War,55,7.9,0.0,0.0
0.210808,0,0,Documentary,79,7.9,0.0,0.0
0.209046,0,0,Action,12,2.8,0.0,0.0
0.171104,0,0,Horror|Thriller,10,4.9,0.0,0.0
0.208431,0,0,Comedy,31,5.2,0.0,0.0
0.492782,0,0,Horror|Science Fiction|Thriller,51,4.6,0.0,0.0
0.205343,0,0,Action|Crime|Drama,20,6.8,0.0,0.0
0.203043,0,0,Drama|Science Fiction,12,6.1,0.0,0.0
0.202776,0,0,Action|Animation,20,7.6,0.0,0.0
0.202449,0,0,Drama|War|Thriller,16,5.9,0.0,0.0
0.20162,0,0,Action,18,5.3,0.0,0.0
0.201445,0,0,Drama|Thriller,33,4.8,0.0,0.0
0.222714,0,0,Thriller|Action|Crime,60,5.5,0.0,0.0
0.199012,0,0,Drama|Documentary|Comedy,11,6.2,0.0,0.0
0.198531,0,0,Adventure|Animation|Family,11,4.9,0.0,0.0
0.197336,0,0,Horror|Thriller,110,5.9,0.0,0.0
0.376205,12000000,0,Music|Drama,10,5.0,11053092.6092575,0.0
0.56672,2000000,0,Drama,31,4.6,1842182.10154291,0.0
0.196408,0,0,Crime|Drama,12,5.8,0.0,0.0
0.195167,0,153516,Documentary,46,7.8,0.0,141402.213750231
0.194413,4000000,0,Action|Crime|Drama|Mystery|Thriller,30,4.7,3684364.20308583,0.0
0.194283,0,0,Documentary,34,7.5,0.0,0.0
0.193689,0,0,Drama,15,6.7,0.0,0.0
0.161001,156660,0,Fantasy|Horror,17,3.8,144298.124013856,0.0
0.370212,0,0,Drama|Fantasy|Romance,32,5.0,0.0,0.0
0.310285,0,0,Animation|Comedy|Family|Adventure,10,3.4,0.0,0.0
0.191091,0,0,Family|Science Fiction,51,5.8,0.0,0.0
0.19104,8000000,53086,Drama,20,5.1,7368728.40617167,48897.0395212537
0.189201,0,0,War|Action,59,5.4,0.0,0.0
0.188264,0,0,Science Fiction|Action|Fantasy,23,4.9,0.0,0.0
0.083295,0,0,Action|War|Drama,37,4.7,0.0,0.0
0.186933,950000,0,Drama|Mystery|Thriller,103,5.4,875036.498232886,0.0
0.131462,0,0,Horror|Comedy,19,5.1,0.0,0.0
0.186159,0,0,Drama,29,5.5,0.0,0.0
0.18545,0,0,History|Comedy|Documentary,43,7.1,0.0,0.0
0.184506,6000000,0,Adventure|Action|Animation|Fantasy,11,5.8,5526546.30462875,0.0
0.184395,0,0,Family|Animation|Action|Science Fiction,43,5.8,0.0,0.0
0.183417,18,0,Documentary,12,5.2,16.5796389138862,0.0
0.182975,6900000,0,Thriller|Horror,59,6.1,6355528.25032307,0.0
0.182618,0,0,Action|Thriller|War,23,5.2,0.0,0.0
0.181227,0,0,Drama,13,6.5,0.0,0.0
0.18041,0,0,Horror,42,4.1,0.0,0.0
0.180139,0,0,Drama,14,6.0,0.0,0.0
0.180131,0,0,Comedy,21,5.2,0.0,0.0
0.179072,0,0,Music|Drama,16,4.7,0.0,0.0
0.178898,0,0,Science Fiction|Adventure|Drama|Fantasy,50,7.9,0.0,0.0
0.177674,0,0,Drama,32,7.1,0.0,0.0
0.177102,1,0,Horror,15,4.1,0.921091050771459,0.0
0.226614,0,0,Comedy|Music,11,6.5,0.0,0.0
0.175793,0,0,Adventure|Documentary,12,7.9,0.0,0.0
0.175615,0,0,Romance,10,6.8,0.0,0.0
0.281505,0,0,Romance|Drama|Fantasy,28,6.3,0.0,0.0
0.240776,0,2710,Thriller|Horror,17,4.8,0.0,2496.15674759065
0.23759,0,0,Thriller|Drama|Crime,67,5.5,0.0,0.0
0.169396,0,0,Action|Adventure,25,5.3,0.0,0.0
0.168968,0,0,Comedy,68,5.8,0.0,0.0
0.167827,0,0,Horror|Thriller,43,5.2,0.0,0.0
0.167083999999999,0,0,Romance|Drama,10,6.5,0.0,0.0
0.288731,0,0,Drama,53,5.8,0.0,0.0
0.166098,0,0,Adventure|Action,27,6.4,0.0,0.0
0.165741,0,0,Drama|Thriller,14,5.9,0.0,0.0
0.16369,0,0,Thriller|Horror|Science Fiction,16,3.3,0.0,0.0
0.163674,0,0,Horror|Comedy,30,4.5,0.0,0.0
0.163367,0,0,Horror,60,4.7,0.0,0.0
0.163139,0,0,Music,25,6.9,0.0,0.0
0.161591,0,0,Drama|Comedy,14,5.9,0.0,0.0
0.235468,0,0,Action,13,4.3,0.0,0.0
0.16084,0,1169603,Thriller|Horror,61,4.3,0.0,1077310.85625545
0.110411,0,0,Adventure|Action,24,5.3,0.0,0.0
0.159036999999999,0,0,Documentary,14,6.9,0.0,0.0
0.158245,0,0,Comedy|Drama|Romance,17,5.6,0.0,0.0
0.156677,0,0,Drama|Music,13,4.8,0.0,0.0
0.155114,0,0,Animation,14,7.3,0.0,0.0
0.153047,0,0,Animation|Comedy|Science Fiction,14,7.8,0.0,0.0
0.151929,0,0,TV Movie|Science Fiction|Action|Adventure|Horror,10,3.7,0.0,0.0
0.151591,5900000,23000000,Comedy,20,5.2,5434437.19955161,21185094.1677435
0.148877,0,0,Comedy|Drama,33,5.9,0.0,0.0
0.173667,0,0,Documentary,14,7.2,0.0,0.0
0.145525,0,0,Comedy|Drama,56,6.9,0.0,0.0
0.028695,0,0,Drama|Science Fiction|TV Movie,30,5.5,0.0,0.0
0.087132,0,0,Drama|Comedy,12,4.9,0.0,0.0
0.142619,0,0,Thriller|Science Fiction|Horror,10,4.6,0.0,0.0
0.140882999999999,0,0,Documentary|History,36,7.2,0.0,0.0
0.140245,0,0,Crime|Documentary,20,6.0,0.0,0.0
0.093198,500000,0,Thriller,11,4.6,460545.525385729,0.0
0.138246,0,0,Drama,64,6.6,0.0,0.0
0.137962,0,0,War|Documentary,20,5.9,0.0,0.0
0.137202,0,0,Comedy|Romance,17,6.4,0.0,0.0
0.266087,0,0,Crime|Drama,23,6.1,0.0,0.0
0.134767,0,0,Drama|Crime,18,4.7,0.0,0.0
0.132764,0,0,Mystery|Thriller|Horror,33,4.8,0.0,0.0
0.13154,0,0,Comedy,10,5.6,0.0,0.0
0.140935,0,0,Drama,20,7.4,0.0,0.0
0.130592,0,0,Comedy,12,4.3,0.0,0.0
0.130097,8000000,0,Comedy,16,5.4,7368728.40617167,0.0
0.130077,0,0,TV Movie|Drama,11,5.7,0.0,0.0
0.129531,0,0,Drama|Horror|Mystery|Science Fiction|Thriller,41,8.8,0.0,0.0
0.126283,0,0,Thriller|Horror,41,4.5,0.0,0.0
0.124685,0,0,Comedy|Romance,23,4.8,0.0,0.0
0.119891,150000,0,Documentary,40,7.0,138163.657615718,0.0
0.119415,0,0,Comedy,115,5.2,0.0,0.0
0.118137,1400000,0,Horror|Comedy,14,2.4,1289527.47108004,0.0
0.118044,0,0,Documentary,10,7.2,0.0,0.0
0.117257,0,0,Thriller|Horror,10,3.8,0.0,0.0
0.11619,117,0,Documentary,66,7.6,107.76765294026,0.0
0.113265,0,0,History|Crime|Horror|Documentary,14,5.4,0.0,0.0
0.136026,0,0,Drama|Romance|Comedy,20,5.9,0.0,0.0
0.112646,18000000,0,Family|Adventure,10,4.9,16579638.9138862,0.0
0.110972,0,0,Comedy|Family,16,5.3,0.0,0.0
0.110266,0,0,War|Documentary|History,16,6.5,0.0,0.0
0.109921,0,0,Drama,12,7.2,0.0,0.0
0.109904,0,0,Horror,23,4.6,0.0,0.0
0.109169,0,0,Comedy|Romance,19,5.1,0.0,0.0
0.107621,0,0,Adventure|Animation|Family|Fantasy,12,7.8,0.0,0.0
0.105045,0,0,Documentary,23,7.7,0.0,0.0
0.20036,0,0,Action|Crime|Drama,24,5.9,0.0,0.0
0.102977,16000000,0,History|Drama,14,6.9,14737456.8123433,0.0
0.102152,0,0,Thriller|Drama|Horror|Mystery,52,6.1,0.0,0.0
0.101299,0,0,Comedy|Drama,42,5.4,0.0,0.0
0.100979,0,0,Romance|Drama,11,6.5,0.0,0.0
0.097665,0,0,Romance|Adventure|Drama,14,4.5,0.0,0.0
0.097531,0,0,Drama|Music|Comedy,10,8.1,0.0,0.0
0.09733,0,0,Adventure|Fantasy|Romance|Science Fiction,30,6.6,0.0,0.0
0.130742,0,0,Romance|Comedy,29,5.1,0.0,0.0
0.095633,0,0,Thriller|Horror,51,5.4,0.0,0.0
0.095529,0,0,Drama,12,5.5,0.0,0.0
0.095479,0,0,Drama|TV Movie,23,7.6,0.0,0.0
0.095473,0,0,Adventure|Action,36,4.1,0.0,0.0
0.095131,0,0,Documentary,12,7.7,0.0,0.0
0.0951,0,0,Comedy|Animation,10,6.9,0.0,0.0
0.094574,0,0,Family|Fantasy|Horror,16,5.2,0.0,0.0
0.093377,0,0,Drama|History,17,6.7,0.0,0.0
0.093062,0,0,Documentary,13,6.7,0.0,0.0
0.171617,3000000,0,Thriller,12,4.1,2763273.15231437,0.0
0.092777,0,0,Comedy|Romance,11,5.3,0.0,0.0
0.090297,7000000,0,Horror|Thriller,21,4.8,6447637.35540021,0.0
0.088805,0,0,Drama|Comedy,11,4.2,0.0,0.0
0.135376,0,0,Romance|Music|Comedy,18,5.7,0.0,0.0
0.08675,0,0,Comedy,17,7.4,0.0,0.0
0.083258,0,0,Comedy,13,7.5,0.0,0.0
0.082565,0,0,Crime|Thriller,16,5.4,0.0,0.0
0.081879,0,0,Comedy|Documentary,11,6.4,0.0,0.0
0.162234,0,0,Drama|Action|Crime,15,5.3,0.0,0.0
0.045555,0,0,Documentary,11,7.5,0.0,0.0
0.079478,0,0,Documentary,17,7.2,0.0,0.0
0.135675,0,0,Crime|Drama|Thriller,12,5.1,0.0,0.0
0.078872,0,0,Documentary|History,20,6.8,0.0,0.0
0.078644,0,0,Comedy|Romance,10,6.0,0.0,0.0
0.067359,0,0,Comedy|Romance,21,6.7,0.0,0.0
0.076463,2000000,0,Drama|Thriller,12,6.0,1842182.10154291,0.0
0.07643,1000000,0,Drama|Comedy,13,4.9,921091.050771459,0.0
0.076348,0,0,Romance|Comedy|Drama,11,5.7,0.0,0.0
0.07628,0,0,Documentary,22,6.8,0.0,0.0
0.0759649999999999,0,0,Comedy,17,4.1,0.0,0.0
0.075351,0,192400,Documentary,23,7.4,0.0,177217.918168428
0.113875,0,0,Thriller,13,5.2,0.0,0.0
0.074121,0,0,Comedy,22,6.8,0.0,0.0
0.03551,750000,0,Documentary|Music,17,7.6,690818.288078594,0.0
0.072637,0,0,Thriller|Crime|Action|Drama,18,6.5,0.0,0.0
0.072514,0,0,Documentary,65,6.7,0.0,0.0
0.0722169999999999,0,0,Horror,20,4.6,0.0,0.0
0.015668,0,0,Thriller|Action|Drama,15,6.7,0.0,0.0
0.043409,0,0,Romance|Comedy,48,5.5,0.0,0.0
0.04501,0,0,Science Fiction,14,7.8,0.0,0.0
0.069212,0,65460,Drama|Music,26,5.4,0.0,60294.6201834997
0.068752,3000000,0,Mystery|Thriller,11,4.7,2763273.15231437,0.0
0.068642,0,0,Romance|Drama,12,6.6,0.0,0.0
0.065064,0,0,Comedy,31,7.0,0.0,0.0
0.064907,0,0,Comedy|Romance,33,6.7,0.0,0.0
0.064238,0,0,Documentary,22,6.3,0.0,0.0
0.063621,0,0,War|Action|Drama,16,4.9,0.0,0.0
0.131326,0,0,Thriller,21,4.9,0.0,0.0
0.166508,0,0,Comedy|Western,11,7.0,0.0,0.0
0.185882,0,0,Documentary,11,6.8,0.0,0.0
0.056153,0,0,Documentary,16,6.8,0.0,0.0
0.0527299999999999,0,0,Documentary,25,5.6,0.0,0.0
0.048917,0,0,Drama,11,6.0,0.0,0.0
0.048493,0,0,Documentary,17,7.4,0.0,0.0
0.132698,200000,0,Drama|Horror,11,3.9,184218.210154291,0.0
0.046303,0,0,Drama,14,6.0,0.0,0.0
0.096383,0,0,Comedy,13,7.2,0.0,0.0
0.04464,0,0,Comedy,13,6.9,0.0,0.0
0.190655,0,0,Documentary,15,6.5,0.0,0.0
0.042677,0,0,Documentary|Music,19,6.9,0.0,0.0
0.038364,0,0,Documentary,12,6.8,0.0,0.0
0.037459,3250000,0,Thriller|Horror|Mystery,16,3.4,2993545.91500724,0.0
0.104985,0,0,Horror,20,5.6,0.0,0.0
0.034572,0,0,Romance|Comedy,11,6.1,0.0,0.0
0.032878,0,0,War|Action,19,5.2,0.0,0.0
0.036904,0,0,Documentary|Drama|Music,14,6.0,0.0,0.0
0.027994,0,4878242,Adventure|Drama,132,7.0,0.0,4493305.04969746
0.097151,0,0,Documentary,12,7.2,0.0,0.0
